id;title;NF_inlink_ratio;NF_outlink_ratio;MW_generality
21525;nutrition;0.0003;0.000115;0.8125
66575;nutrient;0.000183;0.000036;0.75
215248;nephron;0.000038;0.000027;0.5625
21514;nanomedicine;0.00002;0.000019;0.6875
20556798;myocardial infarction;0.001716;0.000072;0.75
93566;myers-briggs type indicator;0.000054;0.000023;0.6875
59171;mumps;0.000052;0.000018;0.75
50603;multiple sclerosis;0.000359;0.000061;0.6875
21009963;meningitis;0.000208;0.00008;0.75
18957;medicine;0.001476;0.000128;0.75
58911;measles;0.000176;0.000036;0.6875
20423;malaria;0.000713;0.000072;0.75
69149;mmr vaccine;0.000027;0.000016;0.6875
244113;lyme disease;0.000095;0.000087;0.6875
18450;lung cancer;0.000584;0.000073;0.5625
17940;lipid;0.00023;0.000074;0.6875
44700;leprosy;0.000265;0.000066;0.6875
305465;lens anatomy;0.000057;0.000025;0.625
12665704;kuru disease;0.00001;0.000012;0.6875
17025;kidney;0.000494;0.000064;0.625
14579421;introduction to viruses;0.000001;0.000039;0.75
519280;intelligence;0.000234;0.000033;0.75
14895;insulin;0.000283;0.000068;0.625
1019908;influenza a virus subtype h5n1;0.000093;0.000051;0.6875
19572217;influenza;0.000332;0.000099;0.6875
14795;infectious disease;0.00027;0.000069;0.75
37220;infection;0.000413;0.000033;0.6875
14958;immune system;0.000415;0.000126;0.6875
77432;hypertension;0.000383;0.000062;0.6875
47878;huntington's disease;0.000079;0.000069;0.6875
149422;hunger;0.000056;0.000014;0.8125
13268;human anatomy;0.000084;0.000058;0.6875
3191861;abdomen;0.00034;0.000038;0.6875
13311;hormone;0.000293;0.000041;0.75
2204330;hepatorenal syndrome;0.000007;0.000045;0.6875
237585;hepatocellular carcinoma;0.000102;0.000042;0.625
36808;heart;0.000483;0.000041;0.6875
49604;hearing impairment;0.00035;0.000056;0.8125
466928;zebra shark;0.000007;0.000025;0.5
18307589;woodlouse;0.000034;0.000014;0.6875
284899;whale shark;0.00004;0.000029;0.6875
20610164;wasp;0.000171;0.00004;0.75
37751;turtle;0.000357;0.000049;0.5
46211;tuna;0.000176;0.000031;0.625
160067;tsetse fly;0.000052;0.000032;0.75
47326;trout;0.000337;0.000021;0.625
329781;trapdoor spider;0.000013;0.000015;0.4375
140618;tortoise;0.000141;0.000037;0.5
38499;toad;0.000221;0.000004;0.6875
4639256;tiktaalik;0.000012;0.000018;0.6875
233217;tiger shark;0.000035;0.000028;0.5
54808;termite;0.000174;0.000047;0.625
54195;stingray;0.000076;0.00002;0.5625
487896;stickleback;0.000026;0.000009;0.5625
72381;stag beetle;0.000042;0.000009;0.3125
28329803;spider;0.000535;0.000105;0.5625
52138;shrimp;0.000333;0.000044;0.6875
43617;shark;0.000344;0.000116;0.625
235436;sardine;0.000102;0.000029;0.625
5121806;san francisco garter snake;0.000006;0.000014;0.5
25409;reptile;0.000543;0.000091;0.6875
34460;zebra;0.000139;0.000023;0.625
230271;yak;0.000081;0.000023;0.625
33864;wombat;0.000057;0.000012;0.5625
34033;wildebeest;0.000051;0.000008;0.625
269357;wildcat;0.000104;0.00002;0.5625
980916;white rhinoceros;0.000055;0.000014;0.625
682987;whale sounds;0.000014;0.000019;0.75
33777;whale;0.000313;0.000029;0.625
37595;weasel;0.000129;0.000008;0.5625
33709;walrus;0.000126;0.000039;0.625
89529;wallaby;0.000062;0.000026;0.5
429528;vole;0.00006;0.00002;0.25
430306;vampire bat;0.000034;0.000011;0.625
30075;tiger;0.000336;0.000095;0.6875
31392;tasmanian devil;0.000043;0.000048;0.6875
87851;stoat;0.000107;0.000036;0.625
313530;sperm whale;0.000108;0.00006;0.6875
155176;shrew;0.000205;0.000026;0.5625
1837721;short-beaked echidna;0.000014;0.000033;0.5
274788;roe deer;0.000099;0.000012;0.625
301737;right whale;0.000031;0.000035;0.5625
638291;red squirrel;0.000068;0.000021;0.5625
26441;red panda;0.000057;0.000064;0.75
779725;red deer;0.000156;0.000037;0.625
26471;rat;0.000336;0.000058;0.6875
26573;rabbit;0.000465;0.000049;0.6875
61334;pygmy hippopotamus;0.000027;0.000027;0.6875
46037;porpoise;0.000143;0.000012;0.5
21294852;pony;0.000081;0.000026;0.5625
24408;polar bear;0.00022;0.000069;0.625
23749;platypus;0.000085;0.000051;0.625
249530;plains zebra;0.000019;0.00002;0.5625
572427;european pine marten;0.000044;0.000005;0.5625
46916;otter;0.000167;0.000028;0.625
17011;killer whale;0.000198;0.00007;0.625
22709;okapi;0.000031;0.000021;0.75
3684908;nicobar long-tailed macaque;0.000002;0.000011;0.5625
484061;naked mole rat;0.000021;0.000011;0.625
18845;mouse;0.000354;0.000024;0.6875
3069677;monkey;0.000286;0.000026;0.375
211761;mongoose;0.000101;0.000037;0.5625
50530;mole animal;0.000087;0.000027;0.6875
518441;mixed-breed dog;0.000033;0.000021;0.5
18838;mammal;0.001202;0.000104;0.5
36896;lion;0.000554;0.000121;0.6875
17064;kangaroo;0.000189;0.000035;0.625
16188;jackal;0.000075;0.000011;0.5625
13926;hyena;0.000155;0.00004;0.6875
231728;humpback whale;0.000141;0.000041;0.6875
682482;human;0.001231;0.000143;0.6875
13645;horse;0.000874;0.000103;0.625
1108628;homo floresiensis;0.000019;0.000037;0.6875
19554533;homo erectus;0.000088;0.00003;0.6875
37764;hippopotamus;0.000222;0.000065;0.625
46590;hedgehog;0.000142;0.000036;0.6875
14376;hamster;0.000074;0.000027;0.625
372719;grey seal;0.000056;0.000015;0.5625
2821632;greater cane rat;0.000009;0.000002;0.5625
33702;gray wolf;0.000568;0.000108;0.6875
4351987;woodruff;0.000001;0.000013;-1.0
91983;willow;0.000372;0.000063;0.6875
19653902;weed;0.000164;0.000018;0.6875
33637;wasabi;0.000032;0.000011;0.6875
264501;vicia faba;0.000055;0.000035;0.6875
216226;vegetation;0.000204;0.000011;0.75
18955875;tree;0.000898;0.000047;0.6875
13490464;trade and use of saffron;0.000001;0.000022;0.625
30942;tobacco;0.000784;0.000055;0.625
29967;tarragon;0.000021;0.00001;0.625
655272;tansy;0.000017;0.000021;0.6875
227931;tamarind;0.000099;0.000052;0.6875
57622;sunflower;0.000153;0.000033;0.6875
148069;drosera;0.000069;0.000045;0.625
2740385;stylidium;0.000024;0.000024;0.6875
27183;sorrel;0.000024;0.000009;0.6875
56122;sorghum;0.000207;0.000008;0.625
49664;sequoia;0.000011;0.00001;-1.0
746513;safflower;0.00003;0.000019;0.6875
382737;rowan;0.000052;0.000034;0.625
25484;rosemary;0.00006;0.000013;0.6875
113673;pitcher plant;0.000065;0.000015;0.6875
39389;pine;0.000583;0.000035;0.5625
24278;pear;0.000169;0.000034;0.5625
1343446;pandanus;0.000046;0.000011;0.6875
589991;oenothera;0.000025;0.00002;0.6875
46573;oat;0.000145;0.000036;0.6875
39696;oak;0.000891;0.00006;0.4375
840114;nigella;0.000005;0.000005;0.6875
3779130;nepenthes rajah;0.000017;0.00012;0.625
142854;narcissus plant;0.000062;0.000022;0.6875
2028368;mustard plant;0.000041;0.000013;0.6875
177938;moss;0.000262;0.000027;0.625
3485953;moringa oleifera;0.000013;0.000049;0.6875
483010;potassium permanganate;0.000045;0.000028;0.6875
64212;potassium nitrate;0.000095;0.000023;0.6875
1014366;potassium iodide;0.000029;0.000023;0.6875
2782231;phosphoryl chloride;0.000012;0.000013;0.625
1758819;phosphorus trichloride;0.000014;0.000021;0.625
1764772;phosphorus tribromide;0.000008;0.000013;0.625
188378;phosphoric acid;0.000081;0.000031;0.6875
24085;phenol;0.000156;0.000029;0.625
83406;paracetamol;0.000112;0.000049;0.625
21655;nitric acid;0.000156;0.000032;0.6875
21497;nitrate;0.000165;0.000017;0.6875
20613;morphine;0.00027;0.000088;0.625
19712;methanol;0.000222;0.000048;0.6875
18582230;methane;0.000331;0.000052;0.625
317380;menthol;0.000045;0.000027;0.625
1566768;material properties of diamond;0.000005;0.000043;0.6875
2196648;lithium hydride;0.000014;0.000006;0.6875
514097;lithium aluminium hydride;0.000036;0.000031;0.6875
238508;leadii nitrate;0.000007;0.000035;0.6875
16803;ketone;0.0002;0.000042;0.6875
446457;ironiii chloride;0.000032;0.000023;0.6875
13711;hydroxide;0.000093;0.000051;0.6875
14403;hydrogen peroxide;0.0002;0.00007;0.75
42078;hydrogen cyanide;0.000095;0.000027;0.6875
19916686;hydrochloric acid;0.00021;0.000049;0.625
2015573;goldiii chloride;0.000005;0.000013;0.6875
12950;glucose;0.000385;0.000046;0.75
66284;formic acid;0.000054;0.00003;0.6875
9837;ethylene;0.000119;0.000056;0.625
9263;ether;0.000124;0.000024;0.625
10048;ethanol;0.00047;0.000099;0.75
163106;ethane;0.000049;0.000032;0.625
477292;copperii sulfate;0.000044;0.00002;0.6875
556263;copperii nitrate;0.000004;0.000004;0.6875
1481873;copperii chloride;0.000011;0.000016;0.6875
1438742;copperi chloride;0.000009;0.000015;0.6875
21347411;chemical compound;0.000455;0.000013;0.75
6099;carboxylic acid;0.000199;0.000035;0.6875
5912;carbonate;0.000144;0.00002;0.6875
241047;carbon tetrachloride;0.000051;0.000018;0.6875
6136;carbon monoxide;0.000313;0.000064;0.6875
5906;carbon dioxide;0.001015;0.000079;0.75
349627;calcium chloride;0.000042;0.000021;0.6875
44731;calcium carbonate;0.000183;0.00004;0.6875
1368483;caesium fluoride;0.000005;0.000013;0.6875
172147;cs gas;0.000037;0.000037;0.6875
18582186;benzene;0.000241;0.000061;0.6875
1365;ammonia;0.000462;0.000099;0.75
1412;amine;0.000253;0.000035;0.625
141888;aluminium oxide;0.00014;0.000023;0.6875
1362114;aluminium chloride;0.000038;0.000023;0.6875
2761;alkene;0.000172;0.000052;0.6875
639;alkane;0.000151;0.00008;0.6875
1014;alcohol;0.000789;0.000064;0.625
1800;adenosine triphosphate;0.000355;0.000064;0.6875
1778;acetylene;0.000096;0.000025;0.6875
1795597;acetone;0.000125;0.000021;0.75
27121;samarium;0.000024;0.000052;0.8125
25927;rutherfordium;0.000011;0.000025;0.8125
25600;ruthenium;0.000054;0.000037;0.8125
25599;rubidium;0.000046;0.000037;0.8125
60088;roentgenium;0.000008;0.000009;0.8125
25601;rhodium;0.00005;0.000032;0.8125
25603;rhenium;0.000038;0.000036;0.8125
25604;radon;0.000067;0.000047;0.8125
25602;radium;0.000102;0.000035;0.8125
23322;protactinium;0.000016;0.000035;0.8125
23321;promethium;0.000023;0.000019;0.8125
251720;praseodymium;0.000015;0.000025;0.8125
23055;potassium;0.000331;0.000074;0.8125
23325;polonium;0.000042;0.000036;0.8125
7987684;plutonium;0.000208;0.000107;0.8125
23318;phosphorus;0.000312;0.000061;0.8125
23719;periodic table large version;0.000001;0.000003;0.75
23319;palladium;0.000118;0.000048;0.8125
22303;oxygen;0.001229;0.000129;0.8125
22304;osmium;0.000034;0.000038;0.8125
21140;noble gas;0.000067;0.000058;0.75
21278;nobelium;0.00001;0.00001;0.8125
21175;nitrogen;0.000605;0.000095;0.8125
21275;niobium;0.00007;0.000063;0.8125
21274;nickel;0.000423;0.000056;0.8125
21277;neptunium;0.000025;0.000028;0.8125
21273;neon;0.00008;0.000025;0.8125
21276;neodymium;0.000044;0.000034;0.8125
19052;molybdenum;0.00016;0.000052;0.8125
18617142;mercury element;0.000412;0.000089;0.8125
18899;mendelevium;0.00001;0.000012;0.8125
19916;meitnerium;0.000008;0.000005;0.8125
19051;manganese;0.000298;0.00005;0.8125
18909;magnesium;0.000387;0.000062;0.8125
17745;lutetium;0.000019;0.000023;0.8125
17561;lithium;0.000173;0.000097;0.8125
17747;lead;0.000724;0.000061;0.8125
17746;lawrencium;0.000016;0.00002;0.8125
17744;lanthanum;0.000041;0.000027;0.8125
18308;lanthanide;0.000052;0.000029;0.75
10624594;krypton;0.000039;0.00002;0.8125
14752;iridium;0.000065;0.000063;0.8125
14750;iodine;0.000212;0.000071;0.8125
14749;indium;0.000048;0.000041;0.8125
13255;hydrogen;0.000905;0.000096;0.8125
13465;holmium;0.000013;0.000018;0.8125
13256;helium;0.000305;0.000096;0.8125
13764;hassium;0.000009;0.000008;0.8125
13258;halogen;0.00009;0.000026;0.75
13466;hafnium;0.000034;0.000036;0.8125
12242;germanium;0.000087;0.000063;0.8125
12241;gallium;0.00006;0.000058;0.8125
12243;gadolinium;0.000031;0.000035;0.8125
10821;francium;0.000015;0.000028;0.8125
17481271;fluorine;0.000139;0.000088;0.8125
10822;fermium;0.000012;0.000017;0.8125
9477;europium;0.000027;0.000028;0.8125
9478;erbium;0.000016;0.000025;0.8125
9479;einsteinium;0.000015;0.000031;0.8125
8102;dysprosium;0.000016;0.000023;0.8125
8463;dubnium;0.000011;0.000016;0.8125
40163;darmstadtium;0.000009;0.000006;0.8125
5675;curium;0.000023;0.000053;0.8125
125293;copper;0.001217;0.000067;0.8125
24580536;cobalt;0.000204;0.000063;0.8125
5669;chromium;0.000236;0.000065;0.8125
5667;chlorine;0.000332;0.000053;0.8125
24580596;cerium;0.000047;0.000028;0.8125
5299;carbon;0.000582;0.000129;0.8125
5676;californium;0.000023;0.000036;0.8125
5668;calcium;0.000509;0.000067;0.8125
5879;caesium;0.000085;0.000094;0.8125
5672;cadmium;0.000127;0.000043;0.8125
3756;bromine;0.000115;0.000053;0.8125
3755;boron;0.000146;0.00007;0.8125
4194;bohrium;0.00001;0.000009;0.8125
18933196;bismuth;0.00009;0.00005;0.8125
3378;beryllium;0.000106;0.000078;0.8125
3758;berkelium;0.000012;0.000057;0.8125
3757;barium;0.000088;0.000029;0.8125
901;astatine;0.000014;0.000017;0.8125
897;arsenic;0.000262;0.000072;0.8125
896;argon;0.000118;0.000041;0.8125
898;antimony;0.000124;0.000047;0.8125
900;americium;0.000034;0.000057;0.8125
904;aluminium;0.001078;0.000098;0.8125
37411;alkaline earth metal;0.000033;0.000016;0.75
666;alkali metal;0.000059;0.000063;0.75
2308;actinide;0.000053;0.000083;0.75
27058;steel;0.001029;0.000061;0.6875
27752;spectroscopy;0.000254;0.000054;0.5625
38393;natural rubber;0.000423;0.000034;0.8125
168393;polystyrene;0.000118;0.000036;0.6875
26145195;plastic;0.000514;0.000068;0.6875
49598;pigment;0.000253;0.000068;0.6875
1908527;nuclear magnetic resonance spectroscopy;0.000074;0.000021;0.5625
40283;melting point;0.000127;0.000021;0.75
17973;liquid crystal;0.000067;0.00004;0.875
16759;kevlar;0.000131;0.000026;0.6875
15165;ivory;0.000191;0.000014;0.6875
12581;glass;0.000522;0.000064;0.6875
59156;dry ice;0.000038;0.000022;0.6875
334321;goldcrest;0.000032;0.000041;0.5
285435;gentoo penguin;0.000022;0.000008;0.5625
475651;galah;0.000019;0.000011;0.625
165927;flamingo;0.000184;0.000019;0.5625
25524694;firecrest;0.0;0.000002;-1.0
185195;fieldfare;0.000033;0.000006;0.5
50873;feather;0.000188;0.000034;0.75
54444;falcon;0.00016;0.000034;0.625
358966;european greenfinch;0.000025;0.000003;0.5625
224623;european goldfinch;0.000038;0.000008;0.5625
226964;eurasian wigeon;0.00006;0.000008;0.5625
321589;eurasian sparrowhawk;0.000064;0.000068;0.625
298244;eurasian oystercatcher;0.000049;0.00001;0.5625
213343;eurasian jay;0.000033;0.00001;0.5625
200237;eurasian eagle-owl;0.000045;0.000008;0.625
323988;eurasian collared dove;0.000044;0.000011;0.625
365208;eurasian bullfinch;0.000024;0.000005;0.5625
76894;emu;0.000105;0.000034;0.625
223204;emperor penguin;0.000033;0.000027;0.6875
4143109;elfin-woods warbler;0.000002;0.000025;0.5625
325880;elephant bird;0.000013;0.000021;0.6875
37602;eagle;0.000356;0.000055;0.625
333105;dunnock;0.000026;0.000006;0.5625
296928;domestic turkey;0.000029;0.000031;0.75
8420;dodo;0.000048;0.000026;0.625
1315210;crow;0.00023;0.000037;0.6875
247405;crossbill;0.000014;0.00001;0.5625
2841495;crimson-collared tanager;0.000003;0.000003;0.125
208318;cormorant;0.000196;0.000067;0.5625
283974;coot;0.000086;0.000011;0.5625
239842;common tern;0.000092;0.000006;0.5625
251457;common pochard;0.000044;0.000005;0.5625
195181;common kingfisher;0.000047;0.000022;0.5625
262899;common eider;0.000046;0.000006;0.5625
207277;common cuckoo;0.000055;0.000013;0.75
63355;columbidae;0.000437;0.000056;0.75
315729;cockatiel;0.000015;0.000013;0.625
243470;coal tit;0.000024;0.000032;0.5625
241023;chaffinch;0.000046;0.000022;0.5625
59166;cassowary;0.000033;0.000018;0.5625
218972;canada goose;0.000147;0.000026;0.5625
223034;booby;0.000061;0.000006;0.5625
247969;blue tit;0.000033;0.00001;0.5625
213498;blue jay;0.00005;0.000023;0.625
344591;blackcap;0.000045;0.000009;0.5625
3756379;blackbird;0.000001;0.000022;-1.0
1045718;black robin;0.000007;0.000007;0.5625
274704;black-winged stilt;0.000057;0.000016;0.5625
54445;bird of prey;0.000309;0.000018;0.5
201943;bird migration;0.000541;0.000044;0.6875
3410;bird;0.002845;0.000159;0.6875
244511;barn owl;0.000167;0.000073;0.625
4401;bald eagle;0.000283;0.00005;0.625
239413;arctic tern;0.000068;0.000021;0.5625
2995;archaeopteryx;0.000069;0.000053;0.6875
204174;anatidae;0.00015;0.000048;0.5
163423;amazon parrot;0.000014;0.000018;0.5625
5012175;albatross;0.00011;0.000083;0.5625
318215;african penguin;0.000025;0.000009;0.5625
450160;african jacana;0.000013;0.000002;0.5625
164655;african grey parrot;0.000028;0.000013;0.625
32529;velociraptor;0.000076;0.000037;0.5625
30467;tyrannosaurus;0.000223;0.000073;0.5625
417844;troodon;0.000031;0.000025;0.5625
54410;triceratops;0.000093;0.000045;0.5625
1139347;titanosaur;0.000054;0.000042;0.3125
300664;theropoda;0.000188;0.000054;0.4375
851586;therizinosaurus;0.000009;0.000011;0.5625
1792150;styracosaurus;0.000026;0.000032;0.5625
1828515;struthiomimus;0.000008;0.00002;0.5625
192790;stegosaurus;0.000071;0.000035;0.5625
747188;spinosaurus;0.000029;0.000039;0.5625
2469650;scelidosaurus;0.000009;0.00002;0.5625
1096641;sauroposeidon;0.000008;0.000018;0.5625
651976;sauropodomorpha;0.000051;0.000028;0.6875
6832171;saurischia;0.000023;0.000015;0.5
591661;saltasaurus;0.000013;0.000017;0.5625
24824;pterosaur;0.000137;0.000051;0.6875
2274247;psittacosaurus;0.000014;0.000031;0.5625
1064031;protoceratops;0.000022;0.000022;0.5625
182520;plesiosaur;0.000088;0.000028;0.625
1565138;plateosaurus;0.000019;0.000039;0.5625
515358;pelycosaur;0.000023;0.000019;0.4375
1973155;parasaurolophus;0.000033;0.000044;0.5625
1670234;pachycephalosaurus;0.000018;0.00002;0.5625
581471;oviraptor;0.000017;0.000009;0.5625
585373;ornithischia;0.000051;0.000015;0.6875
1227658;muttaburrasaurus;0.000005;0.000013;0.5625
3548750;monoclonius;0.000009;0.000014;0.5625
3304775;minmi dinosaur;0.000003;0.000009;0.5625
1025693;microraptor;0.000026;0.000018;0.5625
3081760;massospondylus;0.000013;0.000045;0.5625
20162;mammoth;0.000127;0.000021;0.6875
650291;mamenchisaurus;0.000007;0.000012;0.5625
1585389;maiasaura;0.000014;0.000013;0.5625
610601;lesothosaurus;0.000007;0.000006;0.5625
228798;iguanodon;0.000056;0.000096;0.5625
314101;ichthyosaur;0.000052;0.000033;0.625
1005314;hypsilophodon;0.000012;0.000009;0.5625
1902021;herrerasaurus;0.000009;0.000033;0.5625
941270;giganotosaurus;0.00002;0.000009;0.5625
495873;gallimimus;0.00001;0.000006;0.5625
3534921;eustreptospondylus;0.000005;0.000005;0.5625
20597793;diplodocus;0.000037;0.000034;0.5625
8311;dinosaur;0.000869;0.000163;0.75
515343;dimetrodon;0.000028;0.000018;0.6875
444541;dilophosaurus;0.000021;0.000013;0.5625
236856;deinonychus;0.000038;0.000036;0.5625
577188;compsognathus;0.000021;0.000016;0.5625
1560265;ceratopsidae;0.000021;0.000023;0.4375
1005316;camarasaurus;0.00002;0.000024;0.5625
20598015;brachiosaurus;0.000043;0.000034;0.5625
1346;apatosaurus;0.00006;0.00003;0.5625
2520128;antarctosaurus;0.000005;0.000009;0.5625
983374;ankylosaurus;0.000031;0.000019;0.5625
3042393;ammosaurus;0.000003;0.000012;0.5625
1347;allosaurus;0.000073;0.000081;0.5625
1367;albertosaurus;0.00002;0.000048;0.5625
80381;health;0.000442;0.000037;0.8125
69893;headache;0.000231;0.000045;0.75
14006;haemophilia;0.000083;0.000035;0.5625
14170;hiv;0.00098;0.000086;0.75
869123;gastroenteritis;0.000075;0.000038;0.6875
54117;folic acid;0.000114;0.000057;0.6875
46253;fever;0.000276;0.000045;0.6875
1248929;fetal alcohol spectrum disorder;0.000006;0.000031;0.8125
784628;eyelid;0.000069;0.000016;0.6875
157898;eye;0.000142;0.000041;0.625
10511;epilepsy;0.000355;0.000063;0.6875
5439729;endoscopic foreign body retrieval;0.000001;0.00001;0.5625
70426;edema;0.000209;0.000013;0.75
57713;eczema;0.000078;0.000035;0.625
425379;earwax;0.000013;0.000026;0.6875
974284;duchenne muscular dystrophy;0.000027;0.000024;0.625
8303;down syndrome;0.000167;0.000059;0.75
8072;disease;0.000488;0.000048;0.75
53951;diarrhea;0.000342;0.000034;0.625
44677;diabetes mellitus;0.000871;0.000056;0.75
8221;death;0.000571;0.000064;0.875
50601;cystic fibrosis;0.000138;0.000077;0.75
63522;crohn's disease;0.000112;0.000072;0.625
311888;cornea;0.000142;0.000012;0.625
92693;common cold;0.000099;0.000032;0.75
7397;color blindness;0.000063;0.00003;0.625
7591;cholera;0.0005;0.000037;0.75
18821046;chickenpox;0.000071;0.000033;0.6875
1179794;cataract surgery;0.000017;0.000024;0.5
88931;cataract;0.000141;0.000028;0.75
105219;cancer;0.002144;0.000136;0.75
4788;body mass index;0.000069;0.000014;0.8125
55309;blood type;0.000062;0.00003;0.75
56558;blood pressure;0.000234;0.000059;0.625
3997;blood;0.000558;0.000104;0.6875
146315;bleeding;0.000238;0.000024;0.6875
18978770;birth control;0.000223;0.000059;0.6875
217881;beriberi;0.000035;0.000019;0.6875
457926;b vitamins;0.000047;0.000017;0.5625
531432;autostereogram;0.00001;0.000022;0.6875
25;autism;0.000352;0.000067;0.75
64976;attention deficit hyperactivity disorder;0.000213;0.000042;0.75
85385;atherosclerosis;0.000148;0.000069;0.5625
44905;asthma;0.000416;0.000058;0.5625
1525;aspirin;0.000178;0.000079;0.5625
37556;asperger syndrome;0.000122;0.000049;0.75
413928;ascariasis;0.000011;0.000023;0.6875
70980;appendicitis;0.00013;0.000034;0.6875
3277;antioxidant;0.000214;0.000094;0.75
2362;antibody;0.000405;0.000067;0.625
1805;antibacterial;0.000489;0.000038;0.625
83537;anemia;0.000238;0.000055;0.625
2246;analgesic;0.00032;0.000032;0.6875
18914017;alzheimer's disease;0.000611;0.000108;0.6875
55313;allergy;0.000276;0.000068;0.6875
2909;albinism;0.000146;0.000035;0.625
74555;acne vulgaris;0.000047;0.00004;0.625
380167;achilles tendon;0.00012;0.00001;0.6875
5069516;aids;0.0015;0.000114;0.75
52171;prawn;0.000115;0.000044;0.6875
5363452;nurse shark;0.000016;0.000011;0.5
1849824;myxobolus cerebralis;0.00001;0.000031;0.6875
1095085;marginated tortoise;0.000004;0.000028;0.5625
46310;lobster;0.000184;0.000022;0.6875
18184;lizard;0.000445;0.000036;0.4375
231145;krill;0.000079;0.000045;0.625
23366462;insect;0.001339;0.000119;0.625
13974;hymenoptera;0.0002;0.000013;0.625
1131010;hylidae;0.000211;0.000018;0.5625
58261;honey bee;0.000123;0.000036;0.625
333163;halfbeak;0.000017;0.000043;0.625
313822;haddock;0.00004;0.00001;0.625
43619;great white shark;0.000082;0.000046;0.6875
1950121;great hammerhead;0.000006;0.000032;0.4375
320159;grey reef shark;0.000008;0.000033;-1.0
18625077;goldfish;0.000087;0.000035;0.625
1232564;ganges shark;0.000003;0.000007;-1.0
476945;fugu;0.000019;0.000025;0.625
38498;frog;0.001508;0.000073;0.625
4699587;fish;0.001726;0.00012;0.6875
1477743;european hornet;0.000005;0.000006;0.4375
446430;esox;0.000088;0.000023;-1.0
173204;drosophila melanogaster;0.000136;0.000036;0.75
57621;dragonfly;0.000276;0.000016;0.75
1063671;desert locust;0.000013;0.000029;0.625
37882;crocodile;0.000288;0.000035;0.5625
43600;crayfish;0.000148;0.000036;0.6875
969122;cookiecutter shark;0.00001;0.000043;0.625
41515;cod;0.000153;0.000051;0.6875
23229753;coconut crab;0.000014;0.000036;0.5625
18952719;cochineal;0.00003;0.000036;0.6875
18973752;coccinellidae;0.00007;0.000026;0.5625
226928;cobra;0.000093;0.000006;0.625
5131;chordate;0.000049;0.000044;0.625
60900;carp;0.00018;0.00002;0.625
6641;cane toad;0.000035;0.000037;0.6875
197112;bumble bee;0.000068;0.00004;0.625
277607;bull shark;0.000032;0.000028;0.5
412877;brown trout;0.000196;0.000019;0.625
240920;blue shark;0.000014;0.000015;0.5
614971;blacktip reef shark;0.000011;0.000043;0.5
287667;latrodectus;0.000032;0.000021;0.5625
7044;beetle;0.000756;0.000111;0.5
4654;bee;0.000306;0.000055;0.625
952459;bed bug;0.000022;0.00003;0.75
47344;bass fish;0.000095;0.000005;0.625
898756;basking shark;0.00003;0.000022;0.6875
442884;barracuda;0.000045;0.000019;0.625
3051575;australian green tree frog;0.000007;0.000014;0.5625
1202747;atlantic salmon;0.000079;0.000036;0.625
207888;atlantic herring;0.000016;0.000025;0.625
162296;aphid;0.000105;0.000045;0.625
1108210;antlion;0.000015;0.000028;0.4375
43269;antarctic krill;0.000015;0.000036;0.5625
2594;ant;0.000385;0.0001;0.6875
805772;anguis fragilis;0.000015;0.000008;0.5625
480212;angel shark;0.000014;0.000013;0.5
809;anaconda;0.000031;0.000004;0.375
267370;alligator;0.000157;0.000018;0.5625
12546;gorilla;0.000206;0.000029;0.625
12717;giraffe;0.000174;0.000048;0.625
12713;giant panda;0.000119;0.00005;0.6875
934404;giant eland;0.000011;0.000006;0.625
198286;gerbil;0.00005;0.00004;0.5625
19232035;gazelle;0.000081;0.000017;0.5625
99692;gaur;0.000085;0.00003;0.5
11299;fox;0.000356;0.000026;0.25
335568;fallow deer;0.000067;0.000012;0.625
518999;european badger;0.00005;0.000047;0.625
1074025;ethiopian wolf;0.000011;0.000015;0.625
251582;elephant shrew;0.000029;0.000017;0.6875
9279;elephant;0.000508;0.000058;0.625
408169;eastern gray squirrel;0.000065;0.000019;0.6875
10500;earless seal;0.000056;0.000021;0.625
438703;dormouse;0.000063;0.00002;0.625
17158563;sheep;0.000777;0.000103;0.6875
58708;water buffalo;0.000122;0.000046;0.625
9061;dolphin;0.000328;0.000077;0.625
4269567;dog;0.00074;0.00008;0.6875
62893;dingo;0.000076;0.000038;0.625
855383;dik-dik;0.000012;0.000009;0.625
579019;common agouti;0.000017;0.000008;0.3125
78882;chimpanzee;0.000259;0.00004;0.5625
45609;cheetah;0.000146;0.000057;0.625
6678;cat;0.000549;0.000087;0.625
2776913;cape porcupine;0.000009;0.000002;0.5625
1457402;cape lion;0.000004;0.000005;0.625
6598;camel;0.000238;0.000038;0.6875
2925620;bushpig;0.000015;0.000006;0.5625
296994;bottlenose dolphin;0.000115;0.000057;0.625
619236;boston terrier;0.000018;0.00001;0.5625
939536;bontebok;0.000007;0.000003;0.625
45286;bonobo;0.000058;0.000033;0.5625
4506;bongo antelope;0.000025;0.000034;0.625
171808;bobcat;0.000184;0.000038;0.625
5526592;blue wildebeest;0.000021;0.00002;0.625
4925;blue whale;0.000069;0.000039;0.6875
43618;black panther;0.000068;0.000014;0.625
2596633;black wildebeest;0.000007;0.000003;0.5
374054;black rhinoceros;0.000057;0.000016;0.6875
272964;black-footed cat;0.000007;0.000012;0.5625
1194227;black-backed jackal;0.000016;0.000035;0.5625
4583;bison;0.000174;0.000017;0.4375
4399;beaver;0.00023;0.000042;0.625
